"","Country","NUTS_ID","Region name","Basic Human Needs","Foundations of Well-Being","Opportunity","Aggregated Index"
"230","SE","SE22","Sydsverige",85.9274517011288,80.6996641186359,78.1676280939585,81.5664939374009
"231","SE","SE23","Västsverige",87.4582932297751,82.2872625443102,78.3126598967358,82.6437998824954
"232","SE","SE31","Norra Mellansverige",89.0654281101797,82.3187488944142,76.0648190619942,82.3975624758435
"233","SE","SE32","Mellersta Norrland",90.5799150347643,83.8864417397422,75.8550102873549,83.3312191662449
"234","SE","SE33","Övre Norrland",90.2692166375683,85.3886101738457,79.8884987909561,85.1291864407279
"235","SI","SI03","Vzhodna Slovenija",82.4556570685274,62.0489629514443,57.717574581036,66.9933218613734
"236","SI","SI04","Zahodna Slovenija",79.9874457590533,66.624767320431,65.2720728878755,70.4764898443885
"237","SK","SK01","Bratislavský kraj",82.5787584629775,65.1685355291141,57.0766577698181,67.8695768105216
"238","SK","SK02","Západné Slovensko",80.4299967180764,61.0547726081839,42.4234901226499,60.297110935539
"239","SK","SK03","Stredné Slovensko",76.9289690300347,57.5671447356732,41.8418174605229,57.8955761726308
"240","SK","SK04","Východné Slovensko",75.5507974029135,55.0737285089643,40.5639896402604,56.1607869703573
